date,hour,day_type,season,is_rain,temperature,is_heatwave,is_coldwave,facility_id,facility_name,capacity,x,y,base_risk,visitor_count,density,emergency_occurred,emergency_count,emergency_types,max_severity,avg_response_time_min,month,dayofweek,is_weekend,day_type_enc,season_enc,fac_camping,fac_experience,fac_gate,fac_observatory,fac_playground,emergency_type_enc,severity_enc,heat_density,cold_density,rain_density,holiday_summer,is_peak_hour,is_high_density,density_risk_ratio,weighted_risk,dist_from_gate,dist_from_center
2025-08-01,9,평일,여름,0,24.8,0,0,F03,전망대,150,40,60,0.02,21,0.14,0,0,none,none,,8,4,0,0,4,0,0,0,1,0,0,0,0.0,0.0,0.0,0,0,0,7.0,0.0028,65.192,37.731
2025-08-01,10,평일,여름,0,24.8,0,0,F03,전망대,150,40,60,0.02,25,0.167,0,0,none,none,,8,4,0,0,4,0,0,0,1,0,0,0,0.0,0.0,0.0,0,0,0,8.35,0.00334,65.192,37.731
2025-08-01,11,평일,여름,0,24.8,0,0,F03,전망대,150,40,60,0.02,51,0.34,0,0,none,none,,8,4,0,0,4,0,0,0,1,0,0,0,0.0,0.0,0.0,0,0,0,17.0,0.0068,65.192,37.731
2025-08-01,12,평일,여름,0,24.8,0,0,F03,전망대,150,40,60,0.02,64,0.427,0,0,none,none,,8,4,0,0,4,0,0,0,1,0,0,0,0.0,0.0,0.0,0,0,0,21.35,0.00854,65.192,37.731
2025-08-01,13,평일,여름,0,24.8,0,0,F03,전망대,150,40,60,0.02,68,0.453,0,0,none,none,,8,4,0,0,4,0,0,0,1,0,0,0,0.0,0.0,0.0,0,1,0,22.65,0.00906,65.192,37.731
2025-08-01,14,평일,여름,0,24.8,0,0,F03,전망대,150,40,60,0.02,63,0.42,1,1,심정지,경증,11.0,8,4,0,0,4,0,0,0,1,0,8,1,0.0,0.0,0.0,0,0,0,21.0,0.0084,65.192,37.731
2025-08-01,15,평일,여름,0,24.8,0,0,F03,전망대,150,40,60,0.02,74,0.493,0,0,none,none,,8,4,0,0,4,0,0,0,1,0,0,0,0.0,0.0,0.0,0,1,0,24.65,0.00986,65.192,37.731
2025-08-01,16,평일,여름,0,24.8,0,0,F03,전망대,150,40,60,0.02,60,0.4,1,1,심정지,경증,12.0,8,4,0,0,4,0,0,0,1,0,8,1,0.0,0.0,0.0,0,0,0,20.0,0.008,65.192,37.731
2025-08-01,17,평일,여름,0,24.8,0,0,F03,전망대,150,40,60,0.02,47,0.313,0,0,none,none,,8,4,0,0,4,0,0,0,1,0,0,0,0.0,0.0,0.0,0,0,0,15.65,0.00626,65.192,37.731
2025-08-01,18,평일,여름,0,24.8,0,0,F03,전망대,150,40,60,0.02,31,0.207,0,0,none,none,,8,4,0,0,4,0,0,0,1,0,0,0,0.0,0.0,0.0,0,0,0,10.35,0.00414,65.192,37.731
2025-08-01,9,평일,여름,0,24.8,0,0,F04,체험농장,250,25,10,0.01,25,0.1,0,0,none,none,,8,4,0,0,4,0,1,0,0,0,0,0,0.0,0.0,0.0,0,0,0,10.0,0.001,20.616,17.989
2025-08-01,10,평일,여름,0,24.8,0,0,F04,체험농장,250,25,10,0.01,59,0.236,0,0,none,none,,8,4,0,0,4,0,1,0,0,0,0,0,0.0,0.0,0.0,0,0,0,23.6,0.00236,20.616,17.989
2025-08-01,11,평일,여름,0,24.8,0,0,F04,체험농장,250,25,10,0.01,57,0.228,0,0,none,none,,8,4,0,0,4,0,1,0,0,0,0,0,0.0,0.0,0.0,0,0,0,22.8,0.00228,20.616,17.989
2025-08-01,12,평일,여름,0,24.8,0,0,F04,체험농장,250,25,10,0.01,92,0.368,0,0,none,none,,8,4,0,0,4,0,1,0,0,0,0,0,0.0,0.0,0.0,0,0,0,36.8,0.00368,20.616,17.989
2025-08-01,13,평일,여름,0,24.8,0,0,F04,체험농장,250,25,10,0.01,118,0.472,0,0,none,none,,8,4,0,0,4,0,1,0,0,0,0,0,0.0,0.0,0.0,0,1,0,47.2,0.00472,20.616,17.989
2025-08-01,14,평일,여름,0,24.8,0,0,F04,체험농장,250,25,10,0.01,128,0.512,0,0,none,none,,8,4,0,0,4,0,1,0,0,0,0,0,0.0,0.0,0.0,0,0,0,51.2,0.00512,20.616,17.989
2025-08-01,15,평일,여름,0,24.8,0,0,F04,체험농장,250,25,10,0.01,127,0.508,0,0,none,none,,8,4,0,0,4,0,1,0,0,0,0,0,0.0,0.0,0.0,0,1,0,50.8,0.00508,20.616,17.989
2025-08-01,16,평일,여름,0,24.8,0,0,F04,체험농장,250,25,10,0.01,105,0.42,0,0,none,none,,8,4,0,0,4,0,1,0,0,0,0,0,0.0,0.0,0.0,0,0,0,42.0,0.0042,20.616,17.989
2025-08-01,17,평일,여름,0,24.8,0,0,F04,체험농장,250,25,10,0.01,64,0.256,0,0,none,none,,8,4,0,0,4,0,1,0,0,0,0,0,0.0,0.0,0.0,0,0,0,25.6,0.00256,20.616,17.989
2025-08-01,18,평일,여름,0,24.8,0,0,F04,체험농장,250,25,10,0.01,42,0.168,0,0,none,none,,8,4,0,0,4,0,1,0,0,0,0,0,0.0,0.0,0.0,0,0,0,16.8,0.00168,20.616,17.989
2025-08-01,9,평일,여름,0,24.8,0,0,F05,놀이시설존,180,30,45,0.025,21,0.117,0,0,none,none,,8,4,0,0,4,0,0,0,0,1,0,0,0.0,0.0,0.0,0,0,0,4.68,0.002925,47.17,19.755
2025-08-01,10,평일,여름,0,24.8,0,0,F05,놀이시설존,180,30,45,0.025,33,0.183,0,0,none,none,,8,4,0,0,4,0,0,0,0,1,0,0,0.0,0.0,0.0,0,0,0,7.32,0.004575,47.17,19.755
2025-08-01,11,평일,여름,0,24.8,0,0,F05,놀이시설존,180,30,45,0.025,50,0.278,0,0,none,none,,8,4,0,0,4,0,0,0,0,1,0,0,0.0,0.0,0.0,0,0,0,11.12,0.00695,47.17,19.755
2025-08-01,12,평일,여름,0,24.8,0,0,F05,놀이시설존,180,30,45,0.025,84,0.467,0,0,none,none,,8,4,0,0,4,0,0,0,0,1,0,0,0.0,0.0,0.0,0,0,0,18.68,0.011675,47.17,19.755
2025-08-01,13,평일,여름,0,24.8,0,0,F05,놀이시설존,180,30,45,0.025,91,0.506,1,1,충돌사고,경증,13.0,8,4,0,0,4,0,0,0,0,1,11,1,0.0,0.0,0.0,0,1,0,20.24,0.01265,47.17,19.755
2025-08-01,14,평일,여름,0,24.8,0,0,F05,놀이시설존,180,30,45,0.025,87,0.483,0,0,none,none,,8,4,0,0,4,0,0,0,0,1,0,0,0.0,0.0,0.0,0,0,0,19.32,0.012075,47.17,19.755
2025-08-01,15,평일,여름,0,24.8,0,0,F05,놀이시설존,180,30,45,0.025,82,0.456,0,0,none,none,,8,4,0,0,4,0,0,0,0,1,0,0,0.0,0.0,0.0,0,1,0,18.24,0.0114,47.17,19.755
2025-08-01,16,평일,여름,0,24.8,0,0,F05,놀이시설존,180,30,45,0.025,66,0.367,0,0,none,none,,8,4,0,0,4,0,0,0,0,1,0,0,0.0,0.0,0.0,0,0,0,14.68,0.009175,47.17,19.755
2025-08-01,17,평일,여름,0,24.8,0,0,F05,놀이시설존,180,30,45,0.025,46,0.256,0,0,none,none,,8,4,0,0,4,0,0,0,0,1,0,0,0.0,0.0,0.0,0,0,0,10.24,0.0064,47.17,19.755
2025-08-01,18,평일,여름,0,24.8,0,0,F05,놀이시설존,180,30,45,0.025,41,0.228,0,0,none,none,,8,4,0,0,4,0,0,0,0,1,0,0,0.0,0.0,0.0,0,0,0,9.12,0.0057,47.17,19.755
2025-08-01,9,평일,여름,0,24.8,0,0,F06,주차장/매표소,400,5,5,0.008,47,0.117,0,0,none,none,,8,4,0,0,4,0,0,1,0,0,0,0,0.0,0.0,0.0,0,0,0,14.625,0.000936,0.0,27.513
2025-08-01,10,평일,여름,0,24.8,0,0,F06,주차장/매표소,400,5,5,0.008,83,0.207,0,0,none,none,,8,4,0,0,4,0,0,1,0,0,0,0,0.0,0.0,0.0,0,0,0,25.875,0.001656,0.0,27.513
2025-08-01,11,평일,여름,0,24.8,0,0,F06,주차장/매표소,400,5,5,0.008,101,0.253,1,1,교통사고,경증,10.0,8,4,0,0,4,0,0,1,0,0,2,1,0.0,0.0,0.0,0,0,0,31.625,0.002024,0.0,27.513
2025-08-01,12,평일,여름,0,24.8,0,0,F06,주차장/매표소,400,5,5,0.008,151,0.378,0,0,none,none,,8,4,0,0,4,0,0,1,0,0,0,0,0.0,0.0,0.0,0,0,0,47.25,0.003024,0.0,27.513
2025-08-01,13,평일,여름,0,24.8,0,0,F06,주차장/매표소,400,5,5,0.008,165,0.412,0,0,none,none,,8,4,0,0,4,0,0,1,0,0,0,0,0.0,0.0,0.0,0,1,0,51.5,0.003296,0.0,27.513
2025-08-01,14,평일,여름,0,24.8,0,0,F06,주차장/매표소,400,5,5,0.008,181,0.453,0,0,none,none,,8,4,0,0,4,0,0,1,0,0,0,0,0.0,0.0,0.0,0,0,0,56.625,0.003624,0.0,27.513
2025-08-01,15,평일,여름,0,24.8,0,0,F06,주차장/매표소,400,5,5,0.008,189,0.472,0,0,none,none,,8,4,0,0,4,0,0,1,0,0,0,0,0.0,0.0,0.0,0,1,0,59.0,0.003776,0.0,27.513
2025-08-01,16,평일,여름,0,24.8,0,0,F06,주차장/매표소,400,5,5,0.008,160,0.4,0,0,none,none,,8,4,0,0,4,0,0,1,0,0,0,0,0.0,0.0,0.0,0,0,0,50.0,0.0032,0.0,27.513
2025-08-01,17,평일,여름,0,24.8,0,0,F06,주차장/매표소,400,5,5,0.008,146,0.365,1,1,교통사고,경증,11.0,8,4,0,0,4,0,0,1,0,0,2,1,0.0,0.0,0.0,0,0,0,45.625,0.00292,0.0,27.513
2025-08-01,18,평일,여름,0,24.8,0,0,F06,주차장/매표소,400,5,5,0.008,89,0.223,0,0,none,none,,8,4,0,0,4,0,0,1,0,0,0,0,0.0,0.0,0.0,0,0,0,27.875,0.001784,0.0,27.513
2025-08-02,9,휴일,여름,0,40.7,1,0,F01,캠핑장A,300,10,20,0.015,82,0.273,0,0,none,none,,8,5,1,1,4,1,0,0,0,0,0,0,0.273,0.0,0.0,1,0,0,18.2,0.004095,15.811,13.176
2025-08-02,10,휴일,여름,0,40.7,1,0,F01,캠핑장A,300,10,20,0.015,108,0.36,0,0,none,none,,8,5,1,1,4,1,0,0,0,0,0,0,0.36,0.0,0.0,1,0,0,24.0,0.0054,15.811,13.176
2025-08-02,11,휴일,여름,0,40.7,1,0,F01,캠핑장A,300,10,20,0.015,154,0.513,0,0,none,none,,8,5,1,1,4,1,0,0,0,0,0,0,0.513,0.0,0.0,1,0,0,34.2,0.007695,15.811,13.176
2025-08-02,12,휴일,여름,0,40.7,1,0,F01,캠핑장A,300,10,20,0.015,209,0.697,0,0,none,none,,8,5,1,1,4,1,0,0,0,0,0,0,0.697,0.0,0.0,1,0,1,46.4667,0.010455,15.811,13.176
2025-08-02,13,휴일,여름,0,40.7,1,0,F01,캠핑장A,300,10,20,0.015,231,0.77,0,0,none,none,,8,5,1,1,4,1,0,0,0,0,0,0,0.77,0.0,0.0,1,1,1,51.3333,0.01155,15.811,13.176
2025-08-02,14,휴일,여름,0,40.7,1,0,F01,캠핑장A,300,10,20,0.015,241,0.803,0,0,none,none,,8,5,1,1,4,1,0,0,0,0,0,0,0.803,0.0,0.0,1,0,1,53.5333,0.012045,15.811,13.176
2025-08-02,15,휴일,여름,0,40.7,1,0,F01,캠핑장A,300,10,20,0.015,240,0.8,0,0,none,none,,8,5,1,1,4,1,0,0,0,0,0,0,0.8,0.0,0.0,1,1,1,53.3333,0.012,15.811,13.176
2025-08-02,16,휴일,여름,0,40.7,1,0,F01,캠핑장A,300,10,20,0.015,222,0.74,0,0,none,none,,8,5,1,1,4,1,0,0,0,0,0,0,0.74,0.0,0.0,1,0,1,49.3333,0.0111,15.811,13.176
2025-08-02,17,휴일,여름,0,40.7,1,0,F01,캠핑장A,300,10,20,0.015,142,0.473,0,0,none,none,,8,5,1,1,4,1,0,0,0,0,0,0,0.473,0.0,0.0,1,0,0,31.5333,0.007095,15.811,13.176
2025-08-02,18,휴일,여름,0,40.7,1,0,F01,캠핑장A,300,10,20,0.015,100,0.333,0,0,none,none,,8,5,1,1,4,1,0,0,0,0,0,0,0.333,0.0,0.0,1,0,0,22.2,0.004995,15.811,13.176
2025-08-02,9,휴일,여름,0,40.7,1,0,F02,캠핑장B,200,15,25,0.015,45,0.225,0,0,none,none,,8,5,1,1,4,1,0,0,0,0,0,0,0.225,0.0,0.0,1,0,0,15.0,0.003375,22.361,6.346
2025-08-02,10,휴일,여름,0,40.7,1,0,F02,캠핑장B,200,15,25,0.015,82,0.41,0,0,none,none,,8,5,1,1,4,1,0,0,0,0,0,0,0.41,0.0,0.0,1,0,0,27.3333,0.00615,22.361,6.346
2025-08-02,11,휴일,여름,0,40.7,1,0,F02,캠핑장B,200,15,25,0.015,100,0.5,0,0,none,none,,8,5,1,1,4,1,0,0,0,0,0,0,0.5,0.0,0.0,1,0,0,33.3333,0.0075,22.361,6.346
2025-08-02,12,휴일,여름,0,40.7,1,0,F02,캠핑장B,200,15,25,0.015,128,0.64,1,1,낙상,경증,10.0,8,5,1,1,4,1,0,0,0,0,3,1,0.64,0.0,0.0,1,0,1,42.6667,0.0096,22.361,6.346
2025-08-02,13,휴일,여름,0,40.7,1,0,F02,캠핑장B,200,15,25,0.015,186,0.93,1,1,낙상,중등증,8.0,8,5,1,1,4,1,0,0,0,0,3,2,0.93,0.0,0.0,1,1,1,62.0,0.01395,22.361,6.346
2025-08-02,14,휴일,여름,0,40.7,1,0,F02,캠핑장B,200,15,25,0.015,177,0.885,0,0,none,none,,8,5,1,1,4,1,0,0,0,0,0,0,0.885,0.0,0.0,1,0,1,59.0,0.013275,22.361,6.346
2025-08-02,15,휴일,여름,0,40.7,1,0,F02,캠핑장B,200,15,25,0.015,178,0.89,0,0,none,none,,8,5,1,1,4,1,0,0,0,0,0,0,0.89,0.0,0.0,1,1,1,59.3333,0.01335,22.361,6.346
2025-08-02,16,휴일,여름,0,40.7,1,0,F02,캠핑장B,200,15,25,0.015,137,0.685,0,0,none,none,,8,5,1,1,4,1,0,0,0,0,0,0,0.685,0.0,0.0,1,0,1,45.6667,0.010275,22.361,6.346
2025-08-02,17,휴일,여름,0,40.7,1,0,F02,캠핑장B,200,15,25,0.015,115,0.575,0,0,none,none,,8,5,1,1,4,1,0,0,0,0,0,0,0.575,0.0,0.0,1,0,0,38.3333,0.008625,22.361,6.346
2025-08-02,18,휴일,여름,0,40.7,1,0,F02,캠핑장B,200,15,25,0.015,89,0.445,0,0,none,none,,8,5,1,1,4,1,0,0,0,0,0,0,0.445,0.0,0.0,1,0,0,29.6667,0.006675,22.361,6.346
2025-08-02,9,휴일,여름,0,40.7,1,0,F03,전망대,150,40,60,0.02,25,0.167,0,0,none,none,,8,5,1,1,4,0,0,0,1,0,0,0,0.167,0.0,0.0,1,0,0,8.35,0.00334,65.192,37.731
2025-08-02,10,휴일,여름,0,40.7,1,0,F03,전망대,150,40,60,0.02,46,0.307,0,0,none,none,,8,5,1,1,4,0,0,0,1,0,0,0,0.307,0.0,0.0,1,0,0,15.35,0.00614,65.192,37.731
2025-08-02,11,휴일,여름,0,40.7,1,0,F03,전망대,150,40,60,0.02,83,0.553,0,0,none,none,,8,5,1,1,4,0,0,0,1,0,0,0,0.553,0.0,0.0,1,0,0,27.65,0.01106,65.192,37.731
2025-08-02,12,휴일,여름,0,40.7,1,0,F03,전망대,150,40,60,0.02,96,0.64,1,1,열사병,경증,11.0,8,5,1,1,4,0,0,0,1,0,10,1,0.64,0.0,0.0,1,0,1,32.0,0.0128,65.192,37.731
2025-08-02,13,휴일,여름,0,40.7,1,0,F03,전망대,150,40,60,0.02,125,0.833,0,0,none,none,,8,5,1,1,4,0,0,0,1,0,0,0,0.833,0.0,0.0,1,1,1,41.65,0.01666,65.192,37.731
2025-08-02,14,휴일,여름,0,40.7,1,0,F03,전망대,150,40,60,0.02,117,0.78,0,0,none,none,,8,5,1,1,4,0,0,0,1,0,0,0,0.78,0.0,0.0,1,0,1,39.0,0.0156,65.192,37.731
2025-08-02,15,휴일,여름,0,40.7,1,0,F03,전망대,150,40,60,0.02,110,0.733,0,0,none,none,,8,5,1,1,4,0,0,0,1,0,0,0,0.733,0.0,0.0,1,1,1,36.65,0.01466,65.192,37.731
2025-08-02,16,휴일,여름,0,40.7,1,0,F03,전망대,150,40,60,0.02,112,0.747,0,0,none,none,,8,5,1,1,4,0,0,0,1,0,0,0,0.747,0.0,0.0,1,0,1,37.35,0.01494,65.192,37.731
2025-08-02,17,휴일,여름,0,40.7,1,0,F03,전망대,150,40,60,0.02,72,0.48,0,0,none,none,,8,5,1,1,4,0,0,0,1,0,0,0,0.48,0.0,0.0,1,0,0,24.0,0.0096,65.192,37.731
2025-08-02,18,휴일,여름,0,40.7,1,0,F03,전망대,150,40,60,0.02,59,0.393,0,0,none,none,,8,5,1,1,4,0,0,0,1,0,0,0,0.393,0.0,0.0,1,0,0,19.65,0.00786,65.192,37.731
2025-08-02,9,휴일,여름,0,40.7,1,0,F04,체험농장,250,25,10,0.01,45,0.18,0,0,none,none,,8,5,1,1,4,0,1,0,0,0,0,0,0.18,0.0,0.0,1,0,0,18.0,0.0018,20.616,17.989
2025-08-02,10,휴일,여름,0,40.7,1,0,F04,체험농장,250,25,10,0.01,108,0.432,0,0,none,none,,8,5,1,1,4,0,1,0,0,0,0,0,0.432,0.0,0.0,1,0,0,43.2,0.00432,20.616,17.989
2025-08-02,11,휴일,여름,0,40.7,1,0,F04,체험농장,250,25,10,0.01,127,0.508,0,0,none,none,,8,5,1,1,4,0,1,0,0,0,0,0,0.508,0.0,0.0,1,0,0,50.8,0.00508,20.616,17.989
2025-08-02,12,휴일,여름,0,40.7,1,0,F04,체험농장,250,25,10,0.01,168,0.672,0,0,none,none,,8,5,1,1,4,0,1,0,0,0,0,0,0.672,0.0,0.0,1,0,1,67.2,0.00672,20.616,17.989
2025-08-02,13,휴일,여름,0,40.7,1,0,F04,체험농장,250,25,10,0.01,214,0.856,1,1,동물물림,경증,12.0,8,5,1,1,4,0,1,0,0,0,4,1,0.856,0.0,0.0,1,1,1,85.6,0.00856,20.616,17.989
2025-08-02,14,휴일,여름,0,40.7,1,0,F04,체험농장,250,25,10,0.01,202,0.808,0,0,none,none,,8,5,1,1,4,0,1,0,0,0,0,0,0.808,0.0,0.0,1,0,1,80.8,0.00808,20.616,17.989
2025-08-02,15,휴일,여름,0,40.7,1,0,F04,체험농장,250,25,10,0.01,236,0.944,0,0,none,none,,8,5,1,1,4,0,1,0,0,0,0,0,0.944,0.0,0.0,1,1,1,94.4,0.00944,20.616,17.989
2025-08-02,16,휴일,여름,0,40.7,1,0,F04,체험농장,250,25,10,0.01,175,0.7,0,0,none,none,,8,5,1,1,4,0,1,0,0,0,0,0,0.7,0.0,0.0,1,0,1,70.0,0.007,20.616,17.989
2025-08-02,17,휴일,여름,0,40.7,1,0,F04,체험농장,250,25,10,0.01,146,0.584,0,0,none,none,,8,5,1,1,4,0,1,0,0,0,0,0,0.584,0.0,0.0,1,0,0,58.4,0.00584,20.616,17.989
2025-08-02,18,휴일,여름,0,40.7,1,0,F04,체험농장,250,25,10,0.01,83,0.332,0,0,none,none,,8,5,1,1,4,0,1,0,0,0,0,0,0.332,0.0,0.0,1,0,0,33.2,0.00332,20.616,17.989
2025-08-02,9,휴일,여름,0,40.7,1,0,F05,놀이시설존,180,30,45,0.025,41,0.228,0,0,none,none,,8,5,1,1,4,0,0,0,0,1,0,0,0.228,0.0,0.0,1,0,0,9.12,0.0057,47.17,19.755
2025-08-02,10,휴일,여름,0,40.7,1,0,F05,놀이시설존,180,30,45,0.025,68,0.378,0,0,none,none,,8,5,1,1,4,0,0,0,0,1,0,0,0.378,0.0,0.0,1,0,0,15.12,0.00945,47.17,19.755
2025-08-02,11,휴일,여름,0,40.7,1,0,F05,놀이시설존,180,30,45,0.025,93,0.517,0,0,none,none,,8,5,1,1,4,0,0,0,0,1,0,0,0.517,0.0,0.0,1,0,0,20.68,0.012925,47.17,19.755
2025-08-02,12,휴일,여름,0,40.7,1,0,F05,놀이시설존,180,30,45,0.025,132,0.733,0,0,none,none,,8,5,1,1,4,0,0,0,0,1,0,0,0.733,0.0,0.0,1,0,1,29.32,0.018325,47.17,19.755
2025-08-02,13,휴일,여름,0,40.7,1,0,F05,놀이시설존,180,30,45,0.025,148,0.822,0,0,none,none,,8,5,1,1,4,0,0,0,0,1,0,0,0.822,0.0,0.0,1,1,1,32.88,0.02055,47.17,19.755
2025-08-02,14,휴일,여름,0,40.7,1,0,F05,놀이시설존,180,30,45,0.025,148,0.822,0,0,none,none,,8,5,1,1,4,0,0,0,0,1,0,0,0.822,0.0,0.0,1,0,1,32.88,0.02055,47.17,19.755
2025-08-02,15,휴일,여름,0,40.7,1,0,F05,놀이시설존,180,30,45,0.025,163,0.906,0,0,none,none,,8,5,1,1,4,0,0,0,0,1,0,0,0.906,0.0,0.0,1,1,1,36.24,0.02265,47.17,19.755
2025-08-02,16,휴일,여름,0,40.7,1,0,F05,놀이시설존,180,30,45,0.025,106,0.589,1,1,낙상,경증,13.0,8,5,1,1,4,0,0,0,0,1,3,1,0.589,0.0,0.0,1,0,0,23.56,0.014725,47.17,19.755
2025-08-02,17,휴일,여름,0,40.7,1,0,F05,놀이시설존,180,30,45,0.025,84,0.467,0,0,none,none,,8,5,1,1,4,0,0,0,0,1,0,0,0.467,0.0,0.0,1,0,0,18.68,0.011675,47.17,19.755
2025-08-02,18,휴일,여름,0,40.7,1,0,F05,놀이시설존,180,30,45,0.025,61,0.339,0,0,none,none,,8,5,1,1,4,0,0,0,0,1,0,0,0.339,0.0,0.0,1,0,0,13.56,0.008475,47.17,19.755
2025-08-02,9,휴일,여름,0,40.7,1,0,F06,주차장/매표소,400,5,5,0.008,104,0.26,0,0,none,none,,8,5,1,1,4,0,0,1,0,0,0,0,0.26,0.0,0.0,1,0,0,32.5,0.00208,0.0,27.513
2025-08-02,10,휴일,여름,0,40.7,1,0,F06,주차장/매표소,400,5,5,0.008,137,0.343,0,0,none,none,,8,5,1,1,4,0,0,1,0,0,0,0,0.343,0.0,0.0,1,0,0,42.875,0.002744,0.0,27.513
2025-08-02,11,휴일,여름,0,40.7,1,0,F06,주차장/매표소,400,5,5,0.008,193,0.482,0,0,none,none,,8,5,1,1,4,0,0,1,0,0,0,0,0.482,0.0,0.0,1,0,0,60.25,0.003856,0.0,27.513
