date,hour,day_type,season,is_rain,temperature,is_heatwave,is_coldwave,facility_id,facility_name,facility_type,capacity,x,y,base_risk,visitor_count,density,emergency_occurred,emergency_count,emergency_types,max_severity,avg_response_time_min
2025-08-01,12,평일,여름,False,24.8,False,False,F04,체험농장,experience,250,25,10,0.01,92,0.368,0,0,,,
2025-08-01,13,평일,여름,False,24.8,False,False,F04,체험농장,experience,250,25,10,0.01,118,0.472,0,0,,,
2025-08-01,14,평일,여름,False,24.8,False,False,F04,체험농장,experience,250,25,10,0.01,128,0.512,0,0,,,
2025-08-01,15,평일,여름,False,24.8,False,False,F04,체험농장,experience,250,25,10,0.01,127,0.508,0,0,,,
2025-08-01,16,평일,여름,False,24.8,False,False,F04,체험농장,experience,250,25,10,0.01,105,0.42,0,0,,,
2025-08-01,17,평일,여름,False,24.8,False,False,F04,체험농장,experience,250,25,10,0.01,64,0.256,0,0,,,
2025-08-01,18,평일,여름,False,24.8,False,False,F04,체험농장,experience,250,25,10,0.01,42,0.168,0,0,,,
2025-08-01,9,평일,여름,False,24.8,False,False,F05,놀이시설존,playground,180,30,45,0.025,21,0.117,0,0,,,
2025-08-01,10,평일,여름,False,24.8,False,False,F05,놀이시설존,playground,180,30,45,0.025,33,0.183,0,0,,,
2025-08-01,11,평일,여름,False,24.8,False,False,F05,놀이시설존,playground,180,30,45,0.025,50,0.278,0,0,,,
2025-08-01,12,평일,여름,False,24.8,False,False,F05,놀이시설존,playground,180,30,45,0.025,84,0.467,0,0,,,
2025-08-01,13,평일,여름,False,24.8,False,False,F05,놀이시설존,playground,180,30,45,0.025,91,0.506,1,1,충돌사고,경증,13.0
2025-08-01,14,평일,여름,False,24.8,False,False,F05,놀이시설존,playground,180,30,45,0.025,87,0.483,0,0,,,
2025-08-01,15,평일,여름,False,24.8,False,False,F05,놀이시설존,playground,180,30,45,0.025,82,0.456,0,0,,,
2025-08-01,16,평일,여름,False,24.8,False,False,F05,놀이시설존,playground,180,30,45,0.025,66,0.367,0,0,,,
2025-08-01,17,평일,여름,False,24.8,False,False,F05,놀이시설존,playground,180,30,45,0.025,46,0.256,0,0,,,
2025-08-01,18,평일,여름,False,24.8,False,False,F05,놀이시설존,playground,180,30,45,0.025,41,0.228,0,0,,,
2025-08-01,9,평일,여름,False,24.8,False,False,F06,주차장/매표소,gate,400,5,5,0.008,47,0.117,0,0,,,
2025-08-01,10,평일,여름,False,24.8,False,False,F06,주차장/매표소,gate,400,5,5,0.008,83,0.207,0,0,,,
2025-08-01,11,평일,여름,False,24.8,False,False,F06,주차장/매표소,gate,400,5,5,0.008,101,0.253,1,1,교통사고,경증,10.0
2025-08-01,12,평일,여름,False,24.8,False,False,F06,주차장/매표소,gate,400,5,5,0.008,151,0.378,0,0,,,
2025-08-01,13,평일,여름,False,24.8,False,False,F06,주차장/매표소,gate,400,5,5,0.008,165,0.412,0,0,,,
2025-08-01,14,평일,여름,False,24.8,False,False,F06,주차장/매표소,gate,400,5,5,0.008,181,0.453,0,0,,,
2025-08-01,15,평일,여름,False,24.8,False,False,F06,주차장/매표소,gate,400,5,5,0.008,189,0.472,0,0,,,
2025-08-01,16,평일,여름,False,24.8,False,False,F06,주차장/매표소,gate,400,5,5,0.008,160,0.4,0,0,,,
2025-08-01,17,평일,여름,False,24.8,False,False,F06,주차장/매표소,gate,400,5,5,0.008,146,0.365,1,1,교통사고,경증,11.0
2025-08-01,18,평일,여름,False,24.8,False,False,F06,주차장/매표소,gate,400,5,5,0.008,89,0.223,0,0,,,
2025-08-02,9,휴일,여름,False,40.7,True,False,F01,캠핑장A,camping,300,10,20,0.015,82,0.273,0,0,,,
2025-08-02,10,휴일,여름,False,40.7,True,False,F01,캠핑장A,camping,300,10,20,0.015,108,0.36,0,0,,,
2025-08-02,11,휴일,여름,False,40.7,True,False,F01,캠핑장A,camping,300,10,20,0.015,154,0.513,0,0,,,
2025-08-02,12,휴일,여름,False,40.7,True,False,F01,캠핑장A,camping,300,10,20,0.015,209,0.697,0,0,,,
2025-08-02,13,휴일,여름,False,40.7,True,False,F01,캠핑장A,camping,300,10,20,0.015,231,0.77,0,0,,,
2025-08-02,14,휴일,여름,False,40.7,True,False,F01,캠핑장A,camping,300,10,20,0.015,241,0.803,0,0,,,
2025-08-02,15,휴일,여름,False,40.7,True,False,F01,캠핑장A,camping,300,10,20,0.015,240,0.8,0,0,,,
2025-08-02,16,휴일,여름,False,40.7,True,False,F01,캠핑장A,camping,300,10,20,0.015,222,0.74,0,0,,,
2025-08-02,17,휴일,여름,False,40.7,True,False,F01,캠핑장A,camping,300,10,20,0.015,142,0.473,0,0,,,
2025-08-02,18,휴일,여름,False,40.7,True,False,F01,캠핑장A,camping,300,10,20,0.015,100,0.333,0,0,,,
2025-08-02,9,휴일,여름,False,40.7,True,False,F02,캠핑장B,camping,200,15,25,0.015,45,0.225,0,0,,,
2025-08-02,10,휴일,여름,False,40.7,True,False,F02,캠핑장B,camping,200,15,25,0.015,82,0.41,0,0,,,
2025-08-02,11,휴일,여름,False,40.7,True,False,F02,캠핑장B,camping,200,15,25,0.015,100,0.5,0,0,,,
2025-08-02,12,휴일,여름,False,40.7,True,False,F02,캠핑장B,camping,200,15,25,0.015,128,0.64,1,1,낙상,경증,10.0
2025-08-02,13,휴일,여름,False,40.7,True,False,F02,캠핑장B,camping,200,15,25,0.015,186,0.93,1,1,낙상,중등증,8.0
2025-08-02,14,휴일,여름,False,40.7,True,False,F02,캠핑장B,camping,200,15,25,0.015,177,0.885,0,0,,,
2025-08-02,15,휴일,여름,False,40.7,True,False,F02,캠핑장B,camping,200,15,25,0.015,178,0.89,0,0,,,
2025-08-02,16,휴일,여름,False,40.7,True,False,F02,캠핑장B,camping,200,15,25,0.015,137,0.685,0,0,,,
2025-08-02,17,휴일,여름,False,40.7,True,False,F02,캠핑장B,camping,200,15,25,0.015,115,0.575,0,0,,,
2025-08-02,18,휴일,여름,False,40.7,True,False,F02,캠핑장B,camping,200,15,25,0.015,89,0.445,0,0,,,
2025-08-02,9,휴일,여름,False,40.7,True,False,F03,전망대,observatory,150,40,60,0.02,25,0.167,0,0,,,
2025-08-02,10,휴일,여름,False,40.7,True,False,F03,전망대,observatory,150,40,60,0.02,46,0.307,0,0,,,
2025-08-02,11,휴일,여름,False,40.7,True,False,F03,전망대,observatory,150,40,60,0.02,83,0.553,0,0,,,
2025-08-02,12,휴일,여름,False,40.7,True,False,F03,전망대,observatory,150,40,60,0.02,96,0.64,1,1,열사병,경증,11.0
2025-08-02,13,휴일,여름,False,40.7,True,False,F03,전망대,observatory,150,40,60,0.02,125,0.833,0,0,,,
2025-08-02,14,휴일,여름,False,40.7,True,False,F03,전망대,observatory,150,40,60,0.02,117,0.78,0,0,,,
2025-08-02,15,휴일,여름,False,40.7,True,False,F03,전망대,observatory,150,40,60,0.02,110,0.733,0,0,,,
2025-08-02,16,휴일,여름,False,40.7,True,False,F03,전망대,observatory,150,40,60,0.02,112,0.747,0,0,,,
2025-08-02,17,휴일,여름,False,40.7,True,False,F03,전망대,observatory,150,40,60,0.02,72,0.48,0,0,,,
2025-08-02,18,휴일,여름,False,40.7,True,False,F03,전망대,observatory,150,40,60,0.02,59,0.393,0,0,,,
2025-08-02,9,휴일,여름,False,40.7,True,False,F04,체험농장,experience,250,25,10,0.01,45,0.18,0,0,,,
2025-08-02,10,휴일,여름,False,40.7,True,False,F04,체험농장,experience,250,25,10,0.01,108,0.432,0,0,,,
2025-08-02,11,휴일,여름,False,40.7,True,False,F04,체험농장,experience,250,25,10,0.01,127,0.508,0,0,,,
2025-08-02,12,휴일,여름,False,40.7,True,False,F04,체험농장,experience,250,25,10,0.01,168,0.672,0,0,,,
2025-08-02,13,휴일,여름,False,40.7,True,False,F04,체험농장,experience,250,25,10,0.01,214,0.856,1,1,동물물림,경증,12.0
2025-08-02,14,휴일,여름,False,40.7,True,False,F04,체험농장,experience,250,25,10,0.01,202,0.808,0,0,,,
2025-08-02,15,휴일,여름,False,40.7,True,False,F04,체험농장,experience,250,25,10,0.01,236,0.944,0,0,,,
2025-08-02,16,휴일,여름,False,40.7,True,False,F04,체험농장,experience,250,25,10,0.01,175,0.7,0,0,,,
2025-08-02,17,휴일,여름,False,40.7,True,False,F04,체험농장,experience,250,25,10,0.01,146,0.584,0,0,,,
2025-08-02,18,휴일,여름,False,40.7,True,False,F04,체험농장,experience,250,25,10,0.01,83,0.332,0,0,,,
2025-08-02,9,휴일,여름,False,40.7,True,False,F05,놀이시설존,playground,180,30,45,0.025,41,0.228,0,0,,,
2025-08-02,10,휴일,여름,False,40.7,True,False,F05,놀이시설존,playground,180,30,45,0.025,68,0.378,0,0,,,
2025-08-02,11,휴일,여름,False,40.7,True,False,F05,놀이시설존,playground,180,30,45,0.025,93,0.517,0,0,,,
2025-08-02,12,휴일,여름,False,40.7,True,False,F05,놀이시설존,playground,180,30,45,0.025,132,0.733,0,0,,,
2025-08-02,13,휴일,여름,False,40.7,True,False,F05,놀이시설존,playground,180,30,45,0.025,148,0.822,0,0,,,
2025-08-02,14,휴일,여름,False,40.7,True,False,F05,놀이시설존,playground,180,30,45,0.025,148,0.822,0,0,,,
2025-08-02,15,휴일,여름,False,40.7,True,False,F05,놀이시설존,playground,180,30,45,0.025,163,0.906,0,0,,,
2025-08-02,16,휴일,여름,False,40.7,True,False,F05,놀이시설존,playground,180,30,45,0.025,106,0.589,1,1,낙상,경증,13.0
2025-08-02,17,휴일,여름,False,40.7,True,False,F05,놀이시설존,playground,180,30,45,0.025,84,0.467,0,0,,,
2025-08-02,18,휴일,여름,False,40.7,True,False,F05,놀이시설존,playground,180,30,45,0.025,61,0.339,0,0,,,
2025-08-02,9,휴일,여름,False,40.7,True,False,F06,주차장/매표소,gate,400,5,5,0.008,104,0.26,0,0,,,
2025-08-02,10,휴일,여름,False,40.7,True,False,F06,주차장/매표소,gate,400,5,5,0.008,137,0.343,0,0,,,
2025-08-02,11,휴일,여름,False,40.7,True,False,F06,주차장/매표소,gate,400,5,5,0.008,193,0.482,0,0,,,
2025-08-02,12,휴일,여름,False,40.7,True,False,F06,주차장/매표소,gate,400,5,5,0.008,247,0.618,0,0,,,
2025-08-02,13,휴일,여름,False,40.7,True,False,F06,주차장/매표소,gate,400,5,5,0.008,294,0.735,0,0,,,
2025-08-02,14,휴일,여름,False,40.7,True,False,F06,주차장/매표소,gate,400,5,5,0.008,363,0.907,0,0,,,
2025-08-02,15,휴일,여름,False,40.7,True,False,F06,주차장/매표소,gate,400,5,5,0.008,324,0.81,0,0,,,
2025-08-02,16,휴일,여름,False,40.7,True,False,F06,주차장/매표소,gate,400,5,5,0.008,305,0.762,0,0,,,
2025-08-02,17,휴일,여름,False,40.7,True,False,F06,주차장/매표소,gate,400,5,5,0.008,178,0.445,0,0,,,
2025-08-02,18,휴일,여름,False,40.7,True,False,F06,주차장/매표소,gate,400,5,5,0.008,135,0.338,0,0,,,
2025-08-03,9,휴일,여름,False,30.5,False,False,F01,캠핑장A,camping,300,10,20,0.015,48,0.16,0,0,,,
2025-08-03,10,휴일,여름,False,30.5,False,False,F01,캠핑장A,camping,300,10,20,0.015,109,0.363,0,0,,,
2025-08-03,11,휴일,여름,False,30.5,False,False,F01,캠핑장A,camping,300,10,20,0.015,174,0.58,0,0,,,
2025-08-03,12,휴일,여름,False,30.5,False,False,F01,캠핑장A,camping,300,10,20,0.015,238,0.793,0,0,,,
2025-08-03,13,휴일,여름,False,30.5,False,False,F01,캠핑장A,camping,300,10,20,0.015,264,0.88,0,0,,,
2025-08-03,14,휴일,여름,False,30.5,False,False,F01,캠핑장A,camping,300,10,20,0.015,279,0.93,0,0,,,
2025-08-03,15,휴일,여름,False,30.5,False,False,F01,캠핑장A,camping,300,10,20,0.015,252,0.84,0,0,,,
2025-08-03,16,휴일,여름,False,30.5,False,False,F01,캠핑장A,camping,300,10,20,0.015,230,0.767,0,0,,,
2025-08-03,17,휴일,여름,False,30.5,False,False,F01,캠핑장A,camping,300,10,20,0.015,156,0.52,0,0,,,
2025-08-03,18,휴일,여름,False,30.5,False,False,F01,캠핑장A,camping,300,10,20,0.015,101,0.337,0,0,,,
2025-08-03,9,휴일,여름,False,30.5,False,False,F02,캠핑장B,camping,200,15,25,0.015,43,0.215,0,0,,,
2025-08-03,10,휴일,여름,False,30.5,False,False,F02,캠핑장B,camping,200,15,25,0.015,65,0.325,0,0,,,
2025-08-03,11,휴일,여름,False,30.5,False,False,F02,캠핑장B,camping,200,15,25,0.015,103,0.515,0,0,,,
2025-08-03,12,휴일,여름,False,30.5,False,False,F02,캠핑장B,camping,200,15,25,0.015,137,0.685,0,0,,,
2025-08-03,13,휴일,여름,False,30.5,False,False,F02,캠핑장B,camping,200,15,25,0.015,159,0.795,0,0,,,
2025-08-03,14,휴일,여름,False,30.5,False,False,F02,캠핑장B,camping,200,15,25,0.015,199,0.995,0,0,,,
2025-08-03,15,휴일,여름,False,30.5,False,False,F02,캠핑장B,camping,200,15,25,0.015,160,0.8,0,0,,,
2025-08-03,16,휴일,여름,False,30.5,False,False,F02,캠핑장B,camping,200,15,25,0.015,155,0.775,0,0,,,
2025-08-03,17,휴일,여름,False,30.5,False,False,F02,캠핑장B,camping,200,15,25,0.015,117,0.585,1,1,낙상,중등증,6.0
2025-08-03,18,휴일,여름,False,30.5,False,False,F02,캠핑장B,camping,200,15,25,0.015,76,0.38,0,0,,,
2025-08-03,9,휴일,여름,False,30.5,False,False,F03,전망대,observatory,150,40,60,0.02,37,0.247,0,0,,,
2025-08-03,10,휴일,여름,False,30.5,False,False,F03,전망대,observatory,150,40,60,0.02,59,0.393,0,0,,,
2025-08-03,11,휴일,여름,False,30.5,False,False,F03,전망대,observatory,150,40,60,0.02,69,0.46,0,0,,,
2025-08-03,12,휴일,여름,False,30.5,False,False,F03,전망대,observatory,150,40,60,0.02,90,0.6,0,0,,,
2025-08-03,13,휴일,여름,False,30.5,False,False,F03,전망대,observatory,150,40,60,0.02,136,0.907,0,0,,,
2025-08-03,14,휴일,여름,False,30.5,False,False,F03,전망대,observatory,150,40,60,0.02,143,0.953,0,0,,,
2025-08-03,15,휴일,여름,False,30.5,False,False,F03,전망대,observatory,150,40,60,0.02,149,0.993,0,0,,,
2025-08-03,16,휴일,여름,False,30.5,False,False,F03,전망대,observatory,150,40,60,0.02,109,0.727,0,0,,,
2025-08-03,17,휴일,여름,False,30.5,False,False,F03,전망대,observatory,150,40,60,0.02,83,0.553,0,0,,,
2025-08-03,18,휴일,여름,False,30.5,False,False,F03,전망대,observatory,150,40,60,0.02,56,0.373,0,0,,,
2025-08-03,9,휴일,여름,False,30.5,False,False,F04,체험농장,experience,250,25,10,0.01,54,0.216,0,0,,,
2025-08-03,10,휴일,여름,False,30.5,False,False,F04,체험농장,experience,250,25,10,0.01,98,0.392,0,0,,,
2025-08-03,11,휴일,여름,False,30.5,False,False,F04,체험농장,experience,250,25,10,0.01,133,0.532,0,0,,,
2025-08-03,12,휴일,여름,False,30.5,False,False,F04,체험농장,experience,250,25,10,0.01,201,0.804,0,0,,,
2025-08-03,13,휴일,여름,False,30.5,False,False,F04,체험농장,experience,250,25,10,0.01,188,0.752,0,0,,,
2025-08-03,14,휴일,여름,False,30.5,False,False,F04,체험농장,experience,250,25,10,0.01,227,0.908,0,0,,,
2025-08-03,15,휴일,여름,False,30.5,False,False,F04,체험농장,experience,250,25,10,0.01,221,0.884,0,0,,,
2025-08-03,16,휴일,여름,False,30.5,False,False,F04,체험농장,experience,250,25,10,0.01,170,0.68,0,0,,,
2025-08-03,17,휴일,여름,False,30.5,False,False,F04,체험농장,experience,250,25,10,0.01,143,0.572,0,0,,,
2025-08-03,18,휴일,여름,False,30.5,False,False,F04,체험농장,experience,250,25,10,0.01,87,0.348,0,0,,,
2025-08-03,9,휴일,여름,False,30.5,False,False,F05,놀이시설존,playground,180,30,45,0.025,32,0.178,0,0,,,
2025-08-03,10,휴일,여름,False,30.5,False,False,F05,놀이시설존,playground,180,30,45,0.025,81,0.45,0,0,,,
2025-08-03,11,휴일,여름,False,30.5,False,False,F05,놀이시설존,playground,180,30,45,0.025,93,0.517,0,0,,,
2025-08-03,12,휴일,여름,False,30.5,False,False,F05,놀이시설존,playground,180,30,45,0.025,129,0.717,0,0,,,
2025-08-03,13,휴일,여름,False,30.5,False,False,F05,놀이시설존,playground,180,30,45,0.025,161,0.894,1,1,충돌사고,경증,15.0
2025-08-03,14,휴일,여름,False,30.5,False,False,F05,놀이시설존,playground,180,30,45,0.025,141,0.783,0,0,,,
2025-08-03,15,휴일,여름,False,30.5,False,False,F05,놀이시설존,playground,180,30,45,0.025,155,0.861,0,0,,,
2025-08-03,16,휴일,여름,False,30.5,False,False,F05,놀이시설존,playground,180,30,45,0.025,130,0.722,0,0,,,
2025-08-03,17,휴일,여름,False,30.5,False,False,F05,놀이시설존,playground,180,30,45,0.025,107,0.594,0,0,,,
2025-08-03,18,휴일,여름,False,30.5,False,False,F05,놀이시설존,playground,180,30,45,0.025,64,0.356,0,0,,,
2025-08-03,9,휴일,여름,False,30.5,False,False,F06,주차장/매표소,gate,400,5,5,0.008,82,0.205,0,0,,,
2025-08-03,10,휴일,여름,False,30.5,False,False,F06,주차장/매표소,gate,400,5,5,0.008,156,0.39,0,0,,,
2025-08-03,11,휴일,여름,False,30.5,False,False,F06,주차장/매표소,gate,400,5,5,0.008,204,0.51,0,0,,,
2025-08-03,12,휴일,여름,False,30.5,False,False,F06,주차장/매표소,gate,400,5,5,0.008,291,0.728,0,0,,,
2025-08-03,13,휴일,여름,False,30.5,False,False,F06,주차장/매표소,gate,400,5,5,0.008,304,0.76,0,0,,,
2025-08-03,14,휴일,여름,False,30.5,False,False,F06,주차장/매표소,gate,400,5,5,0.008,330,0.825,0,0,,,
2025-08-03,15,휴일,여름,False,30.5,False,False,F06,주차장/매표소,gate,400,5,5,0.008,316,0.79,0,0,,,
2025-08-03,16,휴일,여름,False,30.5,False,False,F06,주차장/매표소,gate,400,5,5,0.008,290,0.725,0,0,,,
2025-08-03,17,휴일,여름,False,30.5,False,False,F06,주차장/매표소,gate,400,5,5,0.008,218,0.545,0,0,,,
2025-08-03,18,휴일,여름,False,30.5,False,False,F06,주차장/매표소,gate,400,5,5,0.008,135,0.338,0,0,,,
2025-08-04,9,평일,여름,True,32.0,False,False,F01,캠핑장A,camping,300,10,20,0.015,26,0.087,0,0,,,
2025-08-04,10,평일,여름,True,32.0,False,False,F01,캠핑장A,camping,300,10,20,0.015,33,0.11,1,1,화상,경증,14.0
2025-08-04,11,평일,여름,True,32.0,False,False,F01,캠핑장A,camping,300,10,20,0.015,28,0.093,0,0,,,
2025-08-04,12,평일,여름,True,32.0,False,False,F01,캠핑장A,camping,300,10,20,0.015,48,0.16,0,0,,,
2025-08-04,13,평일,여름,True,32.0,False,False,F01,캠핑장A,camping,300,10,20,0.015,76,0.253,0,0,,,
2025-08-04,14,평일,여름,True,32.0,False,False,F01,캠핑장A,camping,300,10,20,0.015,84,0.28,0,0,,,
2025-08-04,15,평일,여름,True,32.0,False,False,F01,캠핑장A,camping,300,10,20,0.015,75,0.25,0,0,,,
2025-08-04,16,평일,여름,True,32.0,False,False,F01,캠핑장A,camping,300,10,20,0.015,53,0.177,0,0,,,
2025-08-04,17,평일,여름,True,32.0,False,False,F01,캠핑장A,camping,300,10,20,0.015,49,0.163,0,0,,,
2025-08-04,18,평일,여름,True,32.0,False,False,F01,캠핑장A,camping,300,10,20,0.015,21,0.07,0,0,,,
2025-08-04,9,평일,여름,True,32.0,False,False,F02,캠핑장B,camping,200,15,25,0.015,15,0.075,0,0,,,
2025-08-04,10,평일,여름,True,32.0,False,False,F02,캠핑장B,camping,200,15,25,0.015,21,0.105,0,0,,,
2025-08-04,11,평일,여름,True,32.0,False,False,F02,캠핑장B,camping,200,15,25,0.015,41,0.205,0,0,,,
2025-08-04,12,평일,여름,True,32.0,False,False,F02,캠핑장B,camping,200,15,25,0.015,41,0.205,0,0,,,
2025-08-04,13,평일,여름,True,32.0,False,False,F02,캠핑장B,camping,200,15,25,0.015,38,0.19,0,0,,,
2025-08-04,14,평일,여름,True,32.0,False,False,F02,캠핑장B,camping,200,15,25,0.015,47,0.235,0,0,,,
2025-08-04,15,평일,여름,True,32.0,False,False,F02,캠핑장B,camping,200,15,25,0.015,37,0.185,0,0,,,
2025-08-04,16,평일,여름,True,32.0,False,False,F02,캠핑장B,camping,200,15,25,0.015,35,0.175,0,0,,,
2025-08-04,17,평일,여름,True,32.0,False,False,F02,캠핑장B,camping,200,15,25,0.015,28,0.14,1,1,식중독,경증,12.0
2025-08-04,18,평일,여름,True,32.0,False,False,F02,캠핑장B,camping,200,15,25,0.015,22,0.11,0,0,,,
2025-08-04,9,평일,여름,True,32.0,False,False,F03,전망대,observatory,150,40,60,0.02,7,0.047,0,0,,,
2025-08-04,10,평일,여름,True,32.0,False,False,F03,전망대,observatory,150,40,60,0.02,16,0.107,0,0,,,
2025-08-04,11,평일,여름,True,32.0,False,False,F03,전망대,observatory,150,40,60,0.02,25,0.167,1,1,열사병,중등증,6.0
2025-08-04,12,평일,여름,True,32.0,False,False,F03,전망대,observatory,150,40,60,0.02,32,0.213,0,0,,,
2025-08-04,13,평일,여름,True,32.0,False,False,F03,전망대,observatory,150,40,60,0.02,40,0.267,0,0,,,
2025-08-04,14,평일,여름,True,32.0,False,False,F03,전망대,observatory,150,40,60,0.02,35,0.233,0,0,,,
2025-08-04,15,평일,여름,True,32.0,False,False,F03,전망대,observatory,150,40,60,0.02,32,0.213,0,0,,,
2025-08-04,16,평일,여름,True,32.0,False,False,F03,전망대,observatory,150,40,60,0.02,39,0.26,0,0,,,
2025-08-04,17,평일,여름,True,32.0,False,False,F03,전망대,observatory,150,40,60,0.02,23,0.153,0,0,,,
2025-08-04,18,평일,여름,True,32.0,False,False,F03,전망대,observatory,150,40,60,0.02,13,0.087,1,1,낙상,중증,3.0
2025-08-04,9,평일,여름,True,32.0,False,False,F04,체험농장,experience,250,25,10,0.01,15,0.06,0,0,,,
2025-08-04,10,평일,여름,True,32.0,False,False,F04,체험농장,experience,250,25,10,0.01,15,0.06,0,0,,,
2025-08-04,11,평일,여름,True,32.0,False,False,F04,체험농장,experience,250,25,10,0.01,34,0.136,0,0,,,
2025-08-04,12,평일,여름,True,32.0,False,False,F04,체험농장,experience,250,25,10,0.01,45,0.18,0,0,,,
2025-08-04,13,평일,여름,True,32.0,False,False,F04,체험농장,experience,250,25,10,0.01,67,0.268,0,0,,,
2025-08-04,14,평일,여름,True,32.0,False,False,F04,체험농장,experience,250,25,10,0.01,52,0.208,0,0,,,
2025-08-04,15,평일,여름,True,32.0,False,False,F04,체험농장,experience,250,25,10,0.01,47,0.188,0,0,,,
2025-08-04,16,평일,여름,True,32.0,False,False,F04,체험농장,experience,250,25,10,0.01,55,0.22,0,0,,,
2025-08-04,17,평일,여름,True,32.0,False,False,F04,체험농장,experience,250,25,10,0.01,41,0.164,0,0,,,
2025-08-04,18,평일,여름,True,32.0,False,False,F04,체험농장,experience,250,25,10,0.01,23,0.092,0,0,,,
2025-08-04,9,평일,여름,True,32.0,False,False,F05,놀이시설존,playground,180,30,45,0.025,11,0.061,0,0,,,
2025-08-04,10,평일,여름,True,32.0,False,False,F05,놀이시설존,playground,180,30,45,0.025,13,0.072,0,0,,,
2025-08-04,11,평일,여름,True,32.0,False,False,F05,놀이시설존,playground,180,30,45,0.025,25,0.139,0,0,,,
